"???","???????","??????????","?????????????","???????","????????","???????????","???????°æ??????","???????¢¨?","????????????","????????¢¨?","???????","???????????","???????????","????????","?????????","??????????","?????????????","????????????","???•Ë???????","???•Ë????????","??????","????????????","????????????","?????????????","???°æ??¨⁄?","???????(x)","???????(y)","????????????","??????????¨⁄?","???????¨⁄?","??????","???????","???????????","????????","????î≥??","????????","????????","?????","????????","?????????","??????????","?????????","???????","????????","???????","?®˘???","????????","?????????????•Ô?","???????","???????????","????????","?????????","???????????","?????????","?????????","????????????????","?????????????????","?????","???????????","????????????","?•‰???????","??????",
"943","????????","03_11_02_P","5440000","CDFI3261092022000001","2022-05-23","","01","????/????","13","??????","","","","","","","","???? ????? ????? ??? 539-8","???? ????? ????? ???? 70-21, ???????","52303","???????","2022-05-23 13:17:56","I","2022-05-25 00:22:31","","257131.749035669","188293.480974844","????????","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","300000000","","","","0",
"944","????????","03_11_02_P","4200000","CDFI3261092022000003","2022-04-28","","01","????/????","13","??????","","","","","","","","?????? ?????? ?????? ???????? 524-1","?????? ?????? ?????? ????? 1458","25631","???????????","2022-05-09 14:23:08","U","2022-05-11 02:40:00","","377377.399556034","469184.50826602","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"945","????????","03_11_02_P","5700000","CDFI3261092010000001","2010-11-30","2016-04-20","04","???/????/????/????/????","31","??????","","","","","031-884-2512","","469-851","??? ????? ????? ????? 602-3????","??? ????? ????? ????2?? 73-52","","???","2016-04-22 11:14:25","I","2018-08-31 23:59:59","","261916.839911623","425510.748601661","????????","","????????","2","???","","","???????","2","","","","","","","","","","","","","152.79","","","","","","","","","150000000","","","","153",
"946","????????","03_11_02_P","4620000","CDFI3261092018000001","2018-01-24","2019-09-05","04","???/????/????/????/????","33","???????","","","","","","","","??????? ?®˙?? ???? ??¢¨? 652-264????","??????? ?®˙?? ???? ?????? 129-81","32158","?????????","2019-09-06 13:42:24","U","2019-09-08 02:40:00","","138002.15929873","344933.506804321","????????","","????????","2","","","","??????","2","","","","","","","","","","","","","464.3","","","","","","","","","","","","","464",
"947","????????","03_11_02_P","4620000","CDFI3261092013000001","2013-09-17","2013-07-24","04","???/????/????/????/????","33","???????","","","","","","","357-952","??????? ?®˙?? ???? ?????","","","??????  (arribada)","2015-05-20 15:30:05","I","2018-08-31 23:59:59","","","","????????","","???????????","3","???","","","??????","3","","","","","","","","","","","","","310.88","","","","","","","","","","","","","311",
"948","????????","03_11_02_P","4620000","CDFI3261092011000005","2011-10-28","2019-09-06","04","???/????/????/????/????","33","???????","","","","","","","","??????? ?®˙?? ???? ??¢¨? 652-280????","??????? ?®˙?? ???? ?????? 129-87","32158","????????","2019-09-06 13:41:42","U","2019-09-08 02:40:00","","138012.374505705","344897.854204446","????????","","????????","3","","","","??????","3","1","","","","","","","","","","","","425.21","","","","","","","","","","","","","425",
"949","????????","03_11_02_P","4140000","CDFI3261092010000001","2010-07-21","2020-03-24","04","???/????/????/????/????","33","???????","","","","","031-833-3322","","","??? ????? ??¢Æ?? ??? 225-7????","??? ????? ??¢Æ?? ????20???? 102","11042","??? ?°¿•Ê?","2020-03-26 09:58:47","U","2020-03-28 02:40:00","","200197.399858241","509360.829381394","????????","","","2","???","","","??????","","","","","Club Flora","Tourismt Pension","","","","","","","","931.3","","","","","","","","","","","","","931",
"950","????????","03_11_02_P","3400000","CDFI3261092011000001","2011-06-16","2019-01-15","04","???/????/????/????/????","33","???????","","","","","722-5972","","619-904","?•ÎÅç???? ???? ?????? ?ïˆ?? 433-3????","?•ÎÅç???? ???? ?????? ?ïˆ?? 131","46079","??????????","2019-01-15 13:02:44","U","2019-01-17 02:40:00","","402663.274902303","194282.167009719","????????","","??????????","2","???","","","???????","2","","","","","","","","","","","","","187.38","","","","","","","","","","","","","187",
"951","????????","03_11_02_P","4740000","CDFI3261092012000002","2012-06-27","2015-09-01","04","???/????/????/????/????","33","???????","","","","","(063)322-3379","","568-814","?????? ????? ????? ????? 530-1????","?????? ????? ????? ?????1?? 149","55557","??????","2018-01-15 22:45:53","I","2018-08-31 23:59:59","","269917.383253187","266851.042597337","????????","","????????","3","","","","??????","2","1","","","Dasup Pension","Tourist pension business","","","","","","","","378.84","","","","","","","","","","","","","379",
"952","????????","03_11_02_P","4670000","CDFI3261092018000001","2018-01-23","2022-11-01","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ?????? ?????? 12 ,?????? 10","?????? ????? ?????? ?????2?? 55-10, ?????2?? 55-16","54000","????????? ???????","2022-11-03 19:47:39","U","2022-11-05 02:40:00","","145346.422509269","257436.867367558","????????","","","2","","","","???????","2","0","0","0","","","0","0","","0","0","","0","428.5","","0","","","","","","","100000000","","","","429",
"953","????????","03_11_02_P","4260000","CDFI3261092010000001","2010-01-19","2021-07-27","04","???/????/????/????/????","33","???????","","","","","","","225-834","?????? ????? ?¨‘??? ?•Ô??? 404-11","?????? ????? ?¨‘??? ?•Ô?1?? 20-7","","????????????","2021-11-08 19:55:03","U","2021-11-10 02:40:00","","310208.028815167","444609.020900737","????????","","??????????","2","???","","","??????","2","0","0","0","","","0","0","","0","0","","0","991","","0","","","","","","","800000000","","","","991",
"954","????????","03_11_02_P","4260000","CDFI3261092010000002","2010-02-04","2021-07-26","04","???/????/????/????/????","33","???????","","","","","","","225-834","?????? ????? ?¨‘??? ?•Ô??? 404-11","?????? ????? ?¨‘??? ?•Ô?1?? 20-7","","????????????","2021-07-26 13:21:55","U","2021-07-28 02:40:00","","310208.028815167","444609.020900737","????????","","???????","2","???","","","??????","2","0","0","0","","","0","0","","0","0","","0","991","","0","","","","","","","800000000","","","","991",
"955","????????","03_11_02_P","4260000","CDFI3261092017000001","2017-08-10","2019-01-03","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ?¨‘??? ??? 1149-12????","?????? ????? ?¨‘??? ?????466???? 57-1","25261","?¨‘????????????","2019-01-03 13:15:05","U","2019-01-05 02:40:00","","312565.812324208","447011.294642898","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275000000","","","","",
"956","????????","03_11_02_P","4260000","CDFI3261092017000002","2017-09-17","2018-06-25","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ?¨‘??? ??? 1212????","?????? ????? ?¨‘??? ?????466???? 17","25261","?????","2018-07-02 17:01:07","I","2018-08-31 23:59:59","","312505.344908937","447287.541979298","????????","","","","","","","","","","","","","","","","","","","","","18.9","","","","","","","","","","","","","19",
"957","????????","03_11_02_P","4960000","CDFI3261092012000001","2012-12-05","2017-10-12","04","???/????/????/????/????","33","???????","","","","","","","525-871","????? ???? ????? ????? 393-9????","????? ???? ????? ?????? 115-23","57115","????????","2017-11-02 12:58:29","I","2018-08-31 23:59:59","","157626.534733982","186715.672620045","????????","","????????","1","???","","","?????????","1","0","","","","","","","","","","","","168.95","","","","","","","","","","","","","169",
"958","????????","03_11_02_P","5330000","CDFI3261092011000006","2011-12-15","2021-04-14","04","???/????/????/????/????","33","???????","","","","","055-646-3331","","650-834","???? ?óµ?? ?ì¯?? ???? 470","???? ?óµ?? ?ì¯?? ??????? 79","53024","????????","2021-04-21 21:43:58","U","2021-04-23 02:40:00","","334072.340674238","155625.473722288","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","","","","",
"959","????????","03_11_02_P","3730000","CDFI3261092015000001","2015-01-06","2017-11-06","04","???/????/????/????/????","33","???????","","","","","","","689-883","??Åç???? ????? ?????? ???? 25-12????","??Åç???? ????? ?????? ??????1?? 31","45015","?????","2017-12-07 13:55:50","I","2018-08-31 23:59:59","","414335.838844195","209162.183665514","????????","","???????????","3","???","","???:9??","???????","3","","","","White light house Pension","TOURIST PENSION","","","","","","","","579","","","","","","","","","784000000","","","","579",
"960","????????","03_11_02_P","3730000","CDFI3261092017000001","2017-01-18","2017-08-08","04","???/????/????/????/????","33","???????","","","","","","","","??Åç???? ????? ?????? ???? 212????","??Åç???? ????? ?????? ??????2?? 14","45015","?????? ?? ??≤J ???","2017-08-09 10:16:20","I","2018-08-31 23:59:59","","414113.405956643","209367.699763103","????????","","???????????","2","","","","?????????","2","0","","","Palm house pension","TOURIST PENSION","","","","","","","","3765","","","","","","","","","3000000000","","","","3765",
"961","????????","03_11_02_P","4880000","CDFI3261092015000001","2015-12-29","2017-12-01","04","???/????/????/????/????","33","???????","","","","","061-843-9615","","","????? ???? ???? ???? 277-9????","????? ???? ???? ???????? 1096-13","59564","??????????","2017-12-01 17:54:05","I","2018-08-31 23:59:59","","220284.006878832","106319.782168967","????????","","","2","","","","??????","2","0","","","","","","","","","","","","403.99","","","","","","","","","550000000","","","","404",
"962","????????","03_11_02_P","4290000","CDFI3261092007000001","2007-12-05","2018-04-23","04","???/????/????/????/????","33","???????","","","","","","","233-861","?????? ?????? ???? ???? 176-3????","","","????????","2018-05-28 12:47:14","I","2018-08-31 23:59:59","","360297.14391231","425489.593320478","????????","???????","????????","1","???","","","??????","1","","","","","","","","","","","","","233.37","","","","","","","","","500000000","","","","233",
"963","????????","03_11_02_P","4240000","CDFI3261092017000009","2017-09-01","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ????? ????? 204-3????","?????? ????? ????? ????? 2197","25938","??????????","2018-02-26 19:05:23","I","2018-08-31 23:59:59","","404286.81330876","423138.480333916","????????","","","3","?¨“????(???)","","","??????? ????(????????????)","3","","","","","","","","","","","","","518.1","","","","","","","","","","","","","518",
"964","????????","03_11_02_P","4240000","CDFI3261092016000002","2016-08-08","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ???? 459????","?????? ????? ??????? 531-120 (????)","25909","?????????","2018-02-26 19:03:24","I","2018-08-31 23:59:59","","391833.028977343","442351.056769398","????????","","???????????","1","","","","???????","","","","","","","","","","","","","","84.66","","","","","","","","","200000000","","","","85",
"965","????????","03_11_02_P","4240000","CDFI3261092017000002","2017-07-20","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ????? ????? 84-5????","?????? ????? ????? ????? 446-117 (?????????????)","25901","??????????","2018-02-26 19:03:47","I","2018-08-31 23:59:59","","377437.286792874","431707.4945168","????????","","","1","","","","???????","1","","","","","","","","","","","","","307.79","","","","","","","","","700000000","","","","308",
"966","????????","03_11_02_P","4240000","CDFI3261092017000003","2017-07-21","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ???? 42????","?????? ????? ?????? 179 (????)","25910","????????","2018-02-26 19:03:58","I","2018-08-31 23:59:59","","393331.639979336","441075.486273979","????????","","","2","","","","???????","2","","","","","","","","","","","","","270.11","","","","","","","","","400000000","","","","270",
"967","????????","03_11_02_P","4240000","CDFI3261092017000004","2017-07-27","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ?????? ????? 263-4????","?????? ????? ?????? ????? 268-36","25960","??????????","2018-02-26 19:04:16","I","2018-08-31 23:59:59","","408163.229654723","409330.974330559","????????","","","3","","","","??????? ????(????????????)","","","","","","","","","","","","","","491.91","","","","","","","","","400000000","","","","492",
"968","????????","03_11_02_P","4240000","CDFI3261092017000005","2017-08-09","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ????? ????? 224-1????","?????? ????? ????? ???1?? 29 (??????)","25938","?????????","2018-02-26 19:04:32","I","2018-08-31 23:59:59","","405045.025415068","422861.34140832","????????","","","3","","","","??????? ????(????????????)","","","","","","","","","","","","","","369.62","","","","","","","","","300000000","","","","370",
"969","????????","03_11_02_P","4240000","CDFI3261092017000006","2017-08-09","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ????? ????? 212????","?????? ????? ????? ???1?? 7","25938","?¢¨?????","2018-02-26 19:04:44","I","2018-08-31 23:59:59","","405099.898702161","422778.993440124","????????","","????????","4","?¨“????(???)","","","??????? ????(????????????)","","","","","","","","","","","","","","470.3","","","","","","","","","900000000","","","","470",
"970","????????","03_11_02_P","4240000","CDFI3261092017000007","2017-08-31","2018-02-22","04","???/????/????/????/????","33","???????","","","","","","","","?????? ????? ????? ????? 185????","?????? ????? ????? ?????1?? 16-45 (?????????)","25938","?????????","2018-02-26 19:04:56","I","2018-08-31 23:59:59","","405007.63229554","422476.466107466","????????","","????????","3","?¨“????(???)","","","??????? ????(????????????)","3","","","","","","","","","","","","","484.74","","","","","","","","","","","","","485",
